ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	23/425	319/18670	1.24317558020538e-06	2.39465444889426e-05	1.75298386316215e-05	CXCL10/CXCL9/CXCL13/F2R/FGF2/F2RL1/PIK3CG/CCL19/CCR7/CCR8/CCL21/CCR1/CXCR4/CCR4/CXCR3/CXCR5/EDNRA/AGT/EPO/APLNR/OXTR/PTGER2/LCK	23
BP	GO:1904892	regulation of STAT cascade	15/425	146/18670	1.24997017248673e-06	2.39465444889426e-05	1.75298386316215e-05	F2R/CCL5/IL7R/AGT/CSF2/EGF/EPO/GH1/IFNE/IFNK/IL24/LIF/OSM/PRL/TNFRSF18	15
BP	GO:0031640	killing of cells of other organism	10/425	62/18670	1.25586903629527e-06	2.39465444889426e-05	1.75298386316215e-05	HAMP/CAMP/REG3G/PF4/CCL13/DEFA3/DCD/LYZ/NOS2/F2RL1	10
BP	GO:0044364	disruption of cells of other organism	10/425	62/18670	1.25586903629527e-06	2.39465444889426e-05	1.75298386316215e-05	HAMP/CAMP/REG3G/PF4/CCL13/DEFA3/DCD/LYZ/NOS2/F2RL1	10
BP	GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	5/425	10/18670	1.36942304125036e-06	2.58425657423586e-05	1.89178028378915e-05	CXCL13/FGF2/FGF1/FGF18/FGFR1	5
BP	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	5/425	10/18670	1.36942304125036e-06	2.58425657423586e-05	1.89178028378915e-05	CXCL13/FGF2/FGF1/FGF18/FGFR1	5
BP	GO:2000403	positive regulation of lymphocyte migration	8/425	37/18670	1.46081080420256e-06	2.733030794189e-05	2.00068902715829e-05	CXCL14/CXCL10/CXCL13/CCL20/CCL5/CCL21/CCL7/XCL2	8
BP	GO:1903038	negative regulation of leukocyte cell-cell adhesion	14/425	129/18670	1.4631904825486e-06	2.733030794189e-05	2.00068902715829e-05	CD74/HLA-G/IDO1/TNFSF4/CCL21/CCL25/CD86/BMP4/MDK/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	14
BP	GO:0070664	negative regulation of leukocyte proliferation	11/425	78/18670	1.47705959021325e-06	2.74493155318311e-05	2.00940086384341e-05	HLA-G/CCL8/IDO1/CD86/BMP4/GREM1/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	11
BP	GO:0045619	regulation of lymphocyte differentiation	16/425	169/18670	1.65863580492008e-06	3.05138978985548e-05	2.23374068200292e-05	CD74/HLA-DOA/HLA-G/IL7R/TNFSF4/CCL19/CD86/CARD11/BMP4/INHBA/MDK/TNFSF9/IL2RA/TNFRSF18/CD28/CTLA4	16
BP	GO:0048660	regulation of smooth muscle cell proliferation	16/425	169/18670	1.65863580492008e-06	3.05138978985548e-05	2.23374068200292e-05	MMP9/NOX1/CCL5/FGF2/ILK/PTGS2/PPARG/PTAFR/AGT/APLN/BMP4/EREG/HBEGF/OGN/NPR3/VIPR2	16
BP	GO:0032673	regulation of interleukin-4 production	7/425	27/18670	1.80552278189454e-06	3.28856661916214e-05	2.40736370919272e-05	HLA-E/CD40LG/TNFSF4/CD86/IL20RB/CD3E/CD28	7
BP	GO:0036336	dendritic cell migration	7/425	27/18670	1.80552278189454e-06	3.28856661916214e-05	2.40736370919272e-05	CCL5/PIK3CG/CCL19/CCR7/CCL21/CCR1/CXCR4	7
BP	GO:0045088	regulation of innate immune response	28/425	452/18670	1.83358754148117e-06	3.32315048978344e-05	2.43268050057897e-05	CTSS/HLA-E/HLA-G/PSMC1/PSMD6/ULBP3/ULBP2/RAET1L/REG3G/S100A14/MUC5AC/BPIFB1/TLR7/CCL5/TLR8/F2RL1/DMBT1/MARCO/KLRK1/CD14/PPARG/VAV1/CARD11/BCL10/EREG/IFNK/NCR3/SH2D1A	28
BP	GO:0048659	smooth muscle cell proliferation	16/425	171/18670	1.93792851749321e-06	3.49495384361707e-05	2.558447500927e-05	MMP9/NOX1/CCL5/FGF2/ILK/PTGS2/PPARG/PTAFR/AGT/APLN/BMP4/EREG/HBEGF/OGN/NPR3/VIPR2	16
BP	GO:0072678	T cell migration	10/425	65/18670	1.96756965705535e-06	3.53101593847041e-05	2.58484641220997e-05	CXCL16/CXCL10/CXCL13/CCL20/CCL5/PIK3CG/CCL26/CCL21/XCL2/CXCR3	10
BP	GO:0002517	T cell tolerance induction	5/425	11/18670	2.46364958417032e-06	4.33626015752285e-05	3.17431773345021e-05	HLA-G/IDO1/IL2RA/CD3E/ICOS	5
BP	GO:0035747	natural killer cell chemotaxis	5/425	11/18670	2.46364958417032e-06	4.33626015752285e-05	3.17431773345021e-05	CXCL14/CCL5/KLRK1/PIK3CG/CCL7	5
BP	GO:0035766	cell chemotaxis to fibroblast growth factor	5/425	11/18670	2.46364958417032e-06	4.33626015752285e-05	3.17431773345021e-05	CXCL13/FGF2/FGF1/FGF18/FGFR1	5
BP	GO:1904847	regulation of cell chemotaxis to fibroblast growth factor	5/425	11/18670	2.46364958417032e-06	4.33626015752285e-05	3.17431773345021e-05	CXCL13/FGF2/FGF1/FGF18/FGFR1	5
BP	GO:0051480	regulation of cytosolic calcium ion concentration	24/425	357/18670	2.50438896722881e-06	4.38687464546636e-05	3.21136958477187e-05	CXCL10/CXCL9/CXCL13/F2R/FGF2/F2RL1/PIK3CG/CCL19/CCR7/CCR8/CCL21/CCR1/CXCR4/CCR4/CXCR3/CXCR5/EDNRA/AGT/CALCB/EPO/APLNR/OXTR/PTGER2/LCK	24
BP	GO:0001763	morphogenesis of a branching structure	17/425	196/18670	2.65104729035161e-06	4.62165910951298e-05	3.3832413038773e-05	FGF2/ILK/VDR/SEMA3A/SEMA3C/SEMA3E/TNC/EDNRA/AGT/AREG/BMP4/BMP7/EGF/FGF1/MDK/FGFR1/MET	17
BP	GO:0050663	cytokine secretion	19/425	240/18670	2.70597963705636e-06	4.69506703851343e-05	3.43697887550287e-05	PAEP/ISG15/F2R/TLR8/NOS2/F2RL1/IL1A/CD14/CCL19/CCR7/CARD11/IGHD/C5/AGT/MDK/OSM/IL1R2/TNFRSF1B/TNFRSF21	19
BP	GO:2000106	regulation of leukocyte apoptotic process	11/425	83/18670	2.76803613770789e-06	4.78008504723989e-05	3.49921549483827e-05	CD74/IDO1/CCL5/IL7R/PDCD1/CCL19/CCR7/CCL21/BCL10/BMP4/CD3G	11
BP	GO:0046425	regulation of JAK-STAT cascade	14/425	137/18670	3.01067729118739e-06	5.17468993569814e-05	3.78808222553156e-05	F2R/CCL5/AGT/CSF2/EGF/EPO/GH1/IFNE/IFNK/IL24/LIF/OSM/PRL/TNFRSF18	14
BP	GO:1902624	positive regulation of neutrophil migration	7/425	29/18670	3.05088551032796e-06	5.21929525855638e-05	3.82073512508361e-05	CD74/CXCL8/CCL19/CCR7/CCL21/RAC2/MDK	7
BP	GO:0032655	regulation of interleukin-12 production	9/425	54/18670	3.23698662940221e-06	5.51191072104255e-05	4.03494147292927e-05	HLA-G/IDO1/TLR8/CD40LG/TNFSF4/CCL19/CCR7/LTB/MDK	9
BP	GO:0070227	lymphocyte apoptotic process	10/425	69/18670	3.44637343527264e-06	5.84128386413571e-05	4.27605592894939e-05	CD74/IDO1/CCL5/IL7R/PDCD1/BCL10/BMP4/IL2RA/TNFRSF21/CD3G	10
BP	GO:0090022	regulation of neutrophil chemotaxis	7/425	30/18670	3.90191323752556e-06	6.58290523621247e-05	4.81895275417903e-05	CD74/CXCL8/CCL19/CCR7/CCL21/RAC2/MDK	7
BP	GO:0070542	response to fatty acid	11/425	86/18670	3.94641328125155e-06	6.62743991865225e-05	4.85155394208906e-05	FABP3/PTGS2/TNFSF4/CCL19/CCR7/CCL21/PPARG/TNC/PTAFR/CCN2/PTGER2	11
BP	GO:0032615	interleukin-12 production	9/425	56/18670	4.42968563133437e-06	7.4050589480891e-05	5.42080250775165e-05	HLA-G/IDO1/TLR8/CD40LG/TNFSF4/CCL19/CCR7/LTB/MDK	9
BP	GO:1902105	regulation of leukocyte differentiation	20/425	272/18670	4.58210447005513e-06	7.62503839312356e-05	5.58183635443079e-05	CD74/HLA-DOA/HLA-G/PF4/TNFSF11/IL7R/TNFSF4/CCL19/CCR1/CD86/CARD11/BMP4/INHBA/LIF/MDK/TNFSF9/IL2RA/TNFRSF18/CD28/CTLA4	20
BP	GO:0034694	response to prostaglandin	7/425	31/18670	4.94184263968452e-06	8.18646420990274e-05	5.99282274857671e-05	TNFSF4/CCL19/CCR7/CCL21/PPARG/TNC/PTGER2	7
BP	GO:0001755	neural crest cell migration	9/425	57/18670	5.15558046164925e-06	8.50206309463869e-05	6.22385389063963e-05	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/BMP4/BMP7/FGF19/NRP2	9
BP	GO:0140131	positive regulation of lymphocyte chemotaxis	6/425	21/18670	5.45366162256102e-06	8.95329829605197e-05	6.55417629975943e-05	CXCL14/CXCL13/CCL5/CCL21/CCL7/XCL2	6
BP	GO:0046427	positive regulation of JAK-STAT cascade	11/425	89/18670	5.54186898822092e-06	9.05749212762357e-05	6.63045039662146e-05	F2R/CCL5/AGT/CSF2/EPO/GH1/IL24/LIF/OSM/PRL/TNFRSF18	11
BP	GO:0044060	regulation of endocrine process	8/425	44/18670	5.83314573394655e-06	9.49117623643481e-05	6.94792469643411e-05	F2R/F2RL1/AGT/APLN/INHBA/POMC/RETN/FGFR1	8
BP	GO:0045589	regulation of regulatory T cell differentiation	7/425	32/18670	6.20243636840153e-06	0.000100311953510121	7.34324051917847e-05	HLA-G/TNFSF4/MDK/IL2RA/TNFRSF18/CD28/CTLA4	7
BP	GO:0097696	STAT cascade	15/425	166/18670	6.21983432034893e-06	0.000100311953510121	7.34324051917847e-05	F2R/CCL5/IL7R/AGT/CSF2/EGF/EPO/GH1/IFNE/IFNK/IL24/LIF/OSM/PRL/TNFRSF18	15
BP	GO:0045086	positive regulation of interleukin-2 biosynthetic process	5/425	13/18670	6.60888201020486e-06	0.000106118934383158	7.76833499445132e-05	IL1A/CD86/CARD11/CD3E/CD28	5
BP	GO:0042130	negative regulation of T cell proliferation	9/425	59/18670	6.91733376724682e-06	0.000110273115838979	8.07243787075838e-05	HLA-G/IDO1/CD86/BMP4/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	9
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	19/425	256/18670	6.92783847117323e-06	0.000110273115838979	8.07243787075838e-05	CD74/NOX4/CCL5/AGT/AREG/CCK/CSF2/EGF/EPO/EREG/GH1/GREM1/HBEGF/IL11/IL24/LIF/OSM/TNFRSF18/CD3E	19
BP	GO:0032633	interleukin-4 production	7/425	33/18670	7.71914038829294e-06	0.000122240319711136	8.94848557295394e-05	HLA-E/CD40LG/TNFSF4/CD86/IL20RB/CD3E/CD28	7
BP	GO:0043406	positive regulation of MAP kinase activity	19/425	258/18670	7.74645019748251e-06	0.000122240319711136	8.94848557295394e-05	CD74/NOX4/F2R/FGF2/TNFSF11/ILK/CD40LG/PIK3CG/CCL19/CXCR4/C5/BMP4/DKK1/EGF/FGF1/FGF18/GH1/FGFR1/SHC2	19
BP	GO:0042267	natural killer cell mediated cytotoxicity	9/425	60/18670	7.97619965335888e-06	0.000125325609145695	9.17434123218962e-05	HLA-E/HLA-G/ULBP3/ULBP2/RAET1L/KLRK1/VAV1/NCR3/SH2D1A	9
BP	GO:0050919	negative chemotaxis	8/425	46/18670	8.25286007541347e-06	0.00012911846468414	9.45199359064449e-05	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/NRG3/LGR6/NRP2	8
BP	GO:0048754	branching morphogenesis of an epithelial tube	14/425	150/18670	8.71325458847791e-06	0.000135741383184756	9.93681799877481e-05	FGF2/ILK/VDR/SEMA3E/TNC/EDNRA/AGT/AREG/BMP4/BMP7/EGF/FGF1/MDK/MET	14
BP	GO:0050868	negative regulation of T cell activation	12/425	112/18670	9.39407478863084e-06	0.000145727575428718	0.000106678476413265	CD74/HLA-G/IDO1/TNFSF4/CD86/BMP4/MDK/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	12
BP	GO:0045066	regulatory T cell differentiation	7/425	34/18670	9.53131292394442e-06	0.000147232643943293	0.000107780247410004	HLA-G/TNFSF4/MDK/IL2RA/TNFRSF18/CD28/CTLA4	7
BP	GO:0034695	response to prostaglandin E	6/425	23/18670	9.7609420439727e-06	0.000150146255558757	0.000109913128898516	TNFSF4/CCL19/CCR7/CCL21/PPARG/PTGER2	6
BP	GO:0033002	muscle cell proliferation	18/425	239/18670	9.87127929050675e-06	0.000151208173567135	0.000110690495809867	MMP9/NOX1/CCL5/FGF2/ILK/PTGS2/PPARG/PTAFR/AGT/APLN/BMP4/EREG/FGF20/HBEGF/OGN/FGFR1/NPR3/VIPR2	18
BP	GO:0060337	type I interferon signaling pathway	11/425	95/18670	1.04868012152754e-05	0.000159303648336611	0.000116616710609702	HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/OASL/ISG15/BST2/IRF9/OAS1	11
BP	GO:0071357	cellular response to type I interferon	11/425	95/18670	1.04868012152754e-05	0.000159303648336611	0.000116616710609702	HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/OASL/ISG15/BST2/IRF9/OAS1	11
BP	GO:0018108	peptidyl-tyrosine phosphorylation	23/425	363/18670	1.07095347924581e-05	0.00016201490444293	0.000118601459685073	CD74/NOX4/CCL5/AGT/AREG/CCK/CSF2/EGF/EPO/EREG/GH1/GREM1/HBEGF/IL11/IL24/LIF/OSM/FGFR1/IL12RB2/MET/TNFRSF18/LCK/CD3E	23
BP	GO:0008543	fibroblast growth factor receptor signaling pathway	12/425	114/18670	1.12760038134156e-05	0.00016988251012722	0.00012436086510269	ANOS1/FGF2/APLN/CCN2/FGF1/FGF12/FGF17/FGF18/FGF19/FGF20/KL/FGFR1	12
BP	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	10/425	79/18670	1.19262813352699e-05	0.000178943098231242	0.000130993581879194	HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/PSMC1/PSMD6/IFI30/CYBB	10
BP	GO:2000401	regulation of lymphocyte migration	9/425	63/18670	1.20233142042114e-05	0.000179662666537216	0.000131520334968517	CXCL14/CXCL10/CXCL13/CCL20/CCL5/KLRK1/CCL21/CCL7/XCL2	9
BP	GO:0018212	peptidyl-tyrosine modification	23/425	366/18670	1.22284018811548e-05	0.000181984468645967	0.000133219987973557	CD74/NOX4/CCL5/AGT/AREG/CCK/CSF2/EGF/EPO/EREG/GH1/GREM1/HBEGF/IL11/IL24/LIF/OSM/FGFR1/IL12RB2/MET/TNFRSF18/LCK/CD3E	23
BP	GO:0002791	regulation of peptide secretion	28/425	500/18670	1.23238371801502e-05	0.000182662218285546	0.000133716128108512	CD74/HLA-E/PAEP/F2R/CCL5/TLR8/NOS2/F2RL1/TNFSF11/IL1A/CD40LG/CD14/TNFSF4/CCL19/CCR7/IGHD/C5/APLN/FAM3D/GIP/MDK/OSM/SCT/UCN3/VEGFC/IL1R2/TNFRSF1B/TNFRSF21	28
BP	GO:2001026	regulation of endothelial cell chemotaxis	6/425	24/18670	1.27657515667404e-05	0.000188449260023534	0.000137952476608323	CXCL13/FGF2/FGF1/FGF18/FGFR1/MET	6
BP	GO:0007259	JAK-STAT cascade	14/425	156/18670	1.36695772209411e-05	0.000200009529493625	0.000146415061197191	F2R/CCL5/AGT/CSF2/EGF/EPO/GH1/IFNE/IFNK/IL24/LIF/OSM/PRL/TNFRSF18	14
BP	GO:0002228	natural killer cell mediated immunity	9/425	64/18670	1.37127538658563e-05	0.000200009529493625	0.000146415061197191	HLA-E/HLA-G/ULBP3/ULBP2/RAET1L/KLRK1/VAV1/NCR3/SH2D1A	9
BP	GO:0050922	negative regulation of chemotaxis	9/425	64/18670	1.37127538658563e-05	0.000200009529493625	0.000146415061197191	CXCL13/KLRK1/C5/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/GREM1	9
BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	11/425	98/18670	1.41569277741574e-05	0.000205668700719009	0.000150557803312468	CD74/CTSE/CTSS/HLA-DOA/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DRA/HLA-DRB1/HLA-DRB5/IFI30	11
BP	GO:1902622	regulation of neutrophil migration	7/425	36/18670	1.42204184668427e-05	0.000205774513862099	0.000150635262810824	CD74/CXCL8/CCL19/CCR7/CCL21/RAC2/MDK	7
BP	GO:0014032	neural crest cell development	10/425	81/18670	1.49334507550094e-05	0.00021439750280035	0.00015694763930755	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/NRP2	10
BP	GO:0110110	positive regulation of animal organ morphogenesis	10/425	81/18670	1.49334507550094e-05	0.00021439750280035	0.00015694763930755	VDR/SEMA3C/AGT/BMP4/BMP7/DKK1/FGF1/LIF/MDK/FGFR1	10
BP	GO:0032729	positive regulation of interferon-gamma production	9/425	65/18670	1.56003727565565e-05	0.000222308033744076	0.000162738467750375	HLA-DPB1/LTA/TLR7/TLR8/KLRK1/CD14/TNFSF4/IL12RB2/CD3E	9
BP	GO:0034340	response to type I interferon	11/425	99/18670	1.56058903775546e-05	0.000222308033744076	0.000162738467750375	HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/OASL/ISG15/BST2/IRF9/OAS1	11
BP	GO:0022408	negative regulation of cell-cell adhesion	15/425	181/18670	1.76573584038816e-05	0.000250556546963607	0.000183417521404662	CD74/HLA-G/IDO1/TNFSF4/CCL21/CCL25/CD86/BMP4/IL1RN/MDK/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	15
BP	GO:0001894	tissue homeostasis	17/425	227/18670	1.86915827563065e-05	0.000264208048149955	0.000193410972150199	AZGP1/LCN1/NOX4/F2R/LYZ/CST4/TNFSF11/ALB/SERPINA3/RAC2/IGHA1/IGHA2/IGHG3/IGKC/CCN2/TNFRSF11B/IL20RB	17
BP	GO:0008217	regulation of blood pressure	15/425	182/18670	1.88502537288884e-05	0.000265017421689844	0.000194003466301224	NOX1/F2R/NOS2/F2RL1/PTGS2/PPARG/EDNRA/PTAFR/AGT/APLN/NPPA/POMC/VEGFC/NPR3/OXTR	15
BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	11/425	101/18670	1.88936211584401e-05	0.000265017421689844	0.000194003466301224	CD74/CTSE/CTSS/HLA-DOA/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DRA/HLA-DRB1/HLA-DRB5/IFI30	11
BP	GO:0050886	endocrine process	10/425	84/18670	2.06590435961523e-05	0.000288674651166082	0.000211321514647665	NOX1/F2R/F2RL1/AGT/APLN/INHBA/POMC/RETN/FGFR1/OXTR	10
BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	11/425	102/18670	2.07512743913763e-05	0.000288860895615319	0.000211457853113645	CD74/CTSE/CTSS/HLA-DOA/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DRA/HLA-DRB1/HLA-DRB5/IFI30	11
BP	GO:0050679	positive regulation of epithelial cell proliferation	16/425	206/18670	2.09582501545798e-05	0.000290636946272411	0.000212757993993461	REG3G/CCL5/FGF2/CCL26/CCL24/APLN/AREG/BMP4/FGF1/MDK/REG1A/SCG2/VEGFC/APLNR/FGFR1/NRP2	16
BP	GO:0002643	regulation of tolerance induction	5/425	16/18670	2.11974183174585e-05	0.000292844333812135	0.000214373890908637	HLA-G/IDO1/PDCD1/IL2RA/CD3E	5
BP	GO:1903708	positive regulation of hemopoiesis	15/425	185/18670	2.28679232428879e-05	0.00031344241235744	0.000229452517104054	CD74/HLA-G/PF4/ISG15/TNFSF11/IL7R/TNFSF4/CCL19/CCR1/CD86/INHBA/LIF/MDK/TNFSF9/IL2RA	15
BP	GO:0014031	mesenchymal cell development	10/425	85/18670	2.29452517104053e-05	0.00031344241235744	0.000229452517104054	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/NRP2	10
BP	GO:0048864	stem cell development	10/425	85/18670	2.29452517104053e-05	0.00031344241235744	0.000229452517104054	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/NRP2	10
BP	GO:0035821	modification of morphology or physiology of other organism	14/425	164/18670	2.40667087442677e-05	0.000327539853950795	0.000239772414255157	HAMP/CAMP/REG3G/SLPI/PF4/CCL13/CCL8/DEFA3/DCD/LYZ/CCL5/NOS2/F2RL1/REG1A	14
BP	GO:0070228	regulation of lymphocyte apoptotic process	8/425	53/18670	2.43917432794599e-05	0.000330733970911492	0.000242110636996121	CD74/IDO1/CCL5/IL7R/PDCD1/BCL10/BMP4/CD3G	8
BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	18/425	256/18670	2.49803759025013e-05	0.000337465520955931	0.000247038403759053	CXCL10/CXCL9/PF4/MARCO/CCR1/EDNRA/AGT/CALCB/GPHA2/INSL3/PTHLH/UCN2/UCN3/CRHR2/LGR5/NPR3/PTGER2/SSTR2	18
BP	GO:1902107	positive regulation of leukocyte differentiation	13/425	144/18670	2.5961460517877e-05	0.000349429804985101	0.000255796743337905	CD74/HLA-G/PF4/TNFSF11/IL7R/TNFSF4/CCL19/CCR1/CD86/LIF/MDK/TNFSF9/IL2RA	13
BP	GO:0032147	activation of protein kinase activity	21/425	333/18670	2.7679498961711e-05	0.000371189178383971	0.000271725484312768	CD74/F2R/CCL5/FGF2/TNFRSF10A/TNFSF11/CD40LG/CCL19/CXCR4/C5/AGT/BMP4/EGF/EPO/FGF1/GH1/GREM1/NRG3/TNFSF15/SHC2/PAK6	21
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	10/425	87/18670	2.81747868770447e-05	0.000376452170645476	0.00027557820741051	F2R/CCL5/F2RL1/PIK3CG/AGT/EPO/GH1/OSM/FGFR1/CD28	10
BP	GO:0033077	T cell differentiation in thymus	9/425	70/18670	2.87094832474907e-05	0.000382201520614776	0.000279786964011909	CD74/IL7R/CCR7/CARD11/BMP4/CD3D/CD3E/CD3G/CD28	9
BP	GO:0090130	tissue migration	22/425	360/18670	2.89242319090731e-05	0.000383665264562017	0.000280858483754768	CXCL13/S100P/S100A2/MMP9/FGF2/PTGS2/ACTA1/PPARG/SEMA3A/AGT/BMP4/FGF1/FGF18/GREM1/HBEGF/INSL3/SCG2/STC1/VEGFC/FGFR1/MET/NRP2	22
BP	GO:0071526	semaphorin-plexin signaling pathway	7/425	40/18670	2.93627988931545e-05	0.000388076558656456	0.000284087729363372	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/MET/NRP2	7
BP	GO:0010819	regulation of T cell chemotaxis	5/425	17/18670	2.94697368550324e-05	0.00038808887275638	0.000284096743782327	CXCL10/CXCL13/CCL5/CCL21/XCL2	5
BP	GO:0051250	negative regulation of lymphocyte activation	13/425	146/18670	3.0048108784239e-05	0.000394287190892828	0.000288634163232117	CD74/HLA-G/IDO1/TNFSF4/CD86/BMP4/INHBA/MDK/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	13
BP	GO:0031667	response to nutrient levels	27/425	499/18670	3.21598114879145e-05	0.000419558192963399	0.000307133558356162	LTA/HAMP/CXCL10/LCN2/CYBB/PTGS2/ALB/PPARG/VDR/BCL10/TNC/BMP7/CCK/EPO/GAST/GH1/GIP/POMC/PRL/REG1A/SCT/STC1/TNFRSF11B/UCN2/UCN3/SSTR2/CD3E	27
BP	GO:0032613	interleukin-10 production	8/425	55/18670	3.22031827977916e-05	0.000419558192963399	0.000307133558356162	IDO1/ISG15/F2RL1/CD40LG/TNFSF4/IL20RB/TNFRSF21/CD28	8
BP	GO:0007565	female pregnancy	15/425	192/18670	3.53130547452926e-05	0.000458443593696866	0.000335599243678667	MMP9/IDO1/PTGS2/VDR/AGRP/AGT/EPO/GIP/LIF/NPPA/PNOC/PRL/PTHLH/STC1/OXTR	15
BP	GO:0002793	positive regulation of peptide secretion	19/425	288/18670	3.60813552627351e-05	0.000466762691225701	0.000341689159378552	HLA-E/PAEP/F2R/TLR8/F2RL1/TNFSF11/IL1A/CD14/TNFSF4/CCL19/IGHD/C5/APLN/GIP/MDK/OSM/SCT/UCN3/VEGFC	19
BP	GO:0014033	neural crest cell differentiation	10/425	90/18670	3.79190273563483e-05	0.0004888083068718	0.000357827441250048	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/NRP2	10
BP	GO:0032945	negative regulation of mononuclear cell proliferation	9/425	73/18670	4.03570548636353e-05	0.000514798529114178	0.000376853334615131	HLA-G/IDO1/CD86/BMP4/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	9
BP	GO:0050672	negative regulation of lymphocyte proliferation	9/425	73/18670	4.03570548636353e-05	0.000514798529114178	0.000376853334615131	HLA-G/IDO1/CD86/BMP4/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	9
BP	GO:1903524	positive regulation of blood circulation	9/425	73/18670	4.03570548636353e-05	0.000514798529114178	0.000376853334615131	F2R/F2RL1/PTGS2/PTAFR/APLN/CCN2/NPPA/OXTR/PTGER2	9
BP	GO:0070229	negative regulation of lymphocyte apoptotic process	6/425	29/18670	4.09124794546967e-05	0.000520071483623766	0.000380713350481206	CD74/IDO1/CCL5/IL7R/BCL10/BMP4	6
BP	GO:0001895	retina homeostasis	9/425	74/18670	4.5033843628597e-05	0.000570480628111743	0.00041761488209218	AZGP1/LCN1/LYZ/CST4/ALB/IGHA1/IGHA2/IGHG3/IGKC	9
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	16/425	221/18670	4.93321374419964e-05	0.000621736908276479	0.000455136551264945	CXCL10/CXCL9/PF4/MARCO/EDNRA/CALCB/GPHA2/INSL3/PTHLH/UCN2/UCN3/CRHR2/LGR5/NPR3/PTGER2/SSTR2	16
BP	GO:0002695	negative regulation of leukocyte activation	14/425	175/18670	4.94196777679474e-05	0.000621736908276479	0.000455136551264945	CD74/HLA-G/IDO1/TNFSF4/CD86/BMP4/INHBA/MDK/IL13RA2/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	14
BP	GO:0072610	interleukin-12 secretion	4/425	10/18670	4.98688702880117e-05	0.000623363105746893	0.000456326993554131	TLR8/CCL19/CCR7/MDK	4
BP	GO:0001938	positive regulation of endothelial cell proliferation	11/425	112/18670	4.98894810117016e-05	0.000623363105746893	0.000456326993554131	FGF2/CCL26/CCL24/APLN/BMP4/MDK/SCG2/VEGFC/APLNR/FGFR1/NRP2	11
BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	9/425	75/18670	5.01602128227527e-05	0.000624614078721421	0.00045724275634346	HLA-A/HLA-B/HLA-C/HLA-E/HLA-G/HLA-H/PSMC1/PSMD6/CYBB	9
BP	GO:0044706	multi-multicellular organism process	16/425	222/18670	5.20765529195312e-05	0.000646278848265775	0.000473102243472351	MMP9/IDO1/PTGS2/VDR/PTAFR/AGRP/AGT/EPO/GIP/LIF/NPPA/PNOC/PRL/PTHLH/STC1/OXTR	16
BP	GO:0048871	multicellular organismal homeostasis	26/425	485/18670	5.24955118740296e-05	0.000649277260036562	0.0004752972021027	AZGP1/HAMP/LCN2/LCN1/NOX4/F2R/LYZ/CST4/TNFSF11/IL1A/PTGS2/ALB/SERPINA3/CXCR4/RAC2/IGHA1/IGHA2/IGHG3/IGKC/APLN/CCN2/TNFRSF11B/IL20RB/MET/NPR3/OXTR	26
